subset,file_name,width,height,class_name,xmin,ymin,xmax,ymax,xc,yc,w,h,aspect_ratio
train,inclusion_44.xml,200,200,inclusion,49,32,70,73,59.5,52.5,21,41,0.5121951219512195
train,inclusion_44.xml,200,200,inclusion,116,6,162,199,139.0,102.5,46,193,0.23834196891191708
train,inclusion_45.xml,200,200,inclusion,56,1,89,117,72.5,59.0,33,116,0.28448275862068967
train,inclusion_45.xml,200,200,inclusion,2,8,37,148,19.5,78.0,35,140,0.25
train,inclusion_45.xml,200,200,inclusion,53,129,75,197,64.0,163.0,22,68,0.3235294117647059
train,inclusion_45.xml,200,200,inclusion,148,54,172,113,160.0,83.5,24,59,0.4067796610169492
train,inclusion_45.xml,200,200,inclusion,84,6,107,88,95.5,47.0,23,82,0.2804878048780488
train,inclusion_45.xml,200,200,inclusion,27,78,44,114,35.5,96.0,17,36,0.4722222222222222
train,inclusion_45.xml,200,200,inclusion,103,147,120,176,111.5,161.5,17,29,0.5862068965517241
train,inclusion_46.xml,200,200,inclusion,27,1,54,167,40.5,84.0,27,166,0.16265060240963855
train,inclusion_46.xml,200,200,inclusion,59,9,97,196,78.0,102.5,38,187,0.20320855614973263
train,inclusion_47.xml,200,200,inclusion,103,11,136,198,119.5,104.5,33,187,0.17647058823529413
train,inclusion_47.xml,200,200,inclusion,139,1,172,181,155.5,91.0,33,180,0.18333333333333332
train,inclusion_47.xml,200,200,inclusion,99,1,122,47,110.5,24.0,23,46,0.5
train,inclusion_48.xml,200,200,inclusion,48,1,83,198,65.5,99.5,35,197,0.17766497461928935
train,inclusion_48.xml,200,200,inclusion,86,1,111,155,98.5,78.0,25,154,0.16233766233766234
train,inclusion_49.xml,200,200,inclusion,133,3,178,197,155.5,100.0,45,194,0.23195876288659795
train,inclusion_5.xml,200,200,inclusion,141,89,166,186,153.5,137.5,25,97,0.25773195876288657
train,inclusion_5.xml,200,200,inclusion,143,11,158,39,150.5,25.0,15,28,0.5357142857142857
train,inclusion_5.xml,200,200,inclusion,140,49,168,90,154.0,69.5,28,41,0.6829268292682927
train,inclusion_50.xml,200,200,inclusion,77,1,118,196,97.5,98.5,41,195,0.21025641025641026
train,inclusion_51.xml,200,200,inclusion,30,2,70,197,50.0,99.5,40,195,0.20512820512820512
train,inclusion_52.xml,200,200,inclusion,81,1,124,197,102.5,99.0,43,196,0.2193877551020408
train,inclusion_53.xml,200,200,inclusion,22,1,58,172,40.0,86.5,36,171,0.21052631578947367
train,inclusion_54.xml,200,200,inclusion,79,1,108,90,93.5,45.5,29,89,0.3258426966292135
train,inclusion_54.xml,200,200,inclusion,82,77,116,199,99.0,138.0,34,122,0.2786885245901639
train,inclusion_55.xml,200,200,inclusion,139,1,183,198,161.0,99.5,44,197,0.2233502538071066
train,inclusion_56.xml,200,200,inclusion,9,1,51,180,30.0,90.5,42,179,0.2346368715083799
train,inclusion_56.xml,200,200,inclusion,51,1,79,198,65.0,99.5,28,197,0.14213197969543148
train,inclusion_57.xml,200,200,inclusion,145,94,178,176,161.5,135.0,33,82,0.4024390243902439
train,inclusion_57.xml,200,200,inclusion,99,104,123,168,111.0,136.0,24,64,0.375
train,inclusion_57.xml,200,200,inclusion,151,18,168,49,159.5,33.5,17,31,0.5483870967741935
train,inclusion_58.xml,200,200,inclusion,109,75,139,160,124.0,117.5,30,85,0.35294117647058826
train,inclusion_58.xml,200,200,inclusion,61,88,83,149,72.0,118.5,22,61,0.36065573770491804
train,inclusion_59.xml,200,200,inclusion,19,89,48,173,33.5,131.0,29,84,0.34523809523809523
train,inclusion_59.xml,200,200,inclusion,104,6,146,114,125.0,60.0,42,108,0.3888888888888889
train,inclusion_59.xml,200,200,inclusion,143,94,164,136,153.5,115.0,21,42,0.5
train,inclusion_59.xml,200,200,inclusion,24,16,40,50,32.0,33.0,16,34,0.47058823529411764
train,inclusion_6.xml,200,200,inclusion,167,83,200,95,183.5,89.0,33,12,2.75
train,inclusion_6.xml,200,200,inclusion,1,165,136,190,68.5,177.5,135,25,5.4
train,inclusion_6.xml,200,200,inclusion,147,167,174,183,160.5,175.0,27,16,1.6875
train,inclusion_60.xml,200,200,inclusion,32,1,55,68,43.5,34.5,23,67,0.34328358208955223
train,inclusion_60.xml,200,200,inclusion,30,151,48,200,39.0,175.5,18,49,0.3673469387755102
train,inclusion_60.xml,200,200,inclusion,132,81,174,198,153.0,139.5,42,117,0.358974358974359
train,inclusion_60.xml,200,200,inclusion,31,72,48,134,39.5,103.0,17,62,0.27419354838709675
train,inclusion_60.xml,200,200,inclusion,159,1,173,31,166.0,16.0,14,30,0.4666666666666667
train,inclusion_61.xml,200,200,inclusion,60,1,93,159,76.5,80.0,33,158,0.2088607594936709
train,inclusion_61.xml,200,200,inclusion,84,37,119,199,101.5,118.0,35,162,0.21604938271604937
train,inclusion_62.xml,200,200,inclusion,39,1,67,74,53.0,37.5,28,73,0.3835616438356164
train,inclusion_62.xml,200,200,inclusion,147,86,189,197,168.0,141.5,42,111,0.3783783783783784
train,inclusion_62.xml,200,200,inclusion,40,162,57,198,48.5,180.0,17,36,0.4722222222222222
train,inclusion_62.xml,200,200,inclusion,1,66,33,199,17.0,132.5,32,133,0.24060150375939848
train,inclusion_62.xml,200,200,inclusion,39,77,59,140,49.0,108.5,20,63,0.31746031746031744
train,inclusion_62.xml,200,200,inclusion,169,1,182,32,175.5,16.5,13,31,0.41935483870967744
train,inclusion_62.xml,200,200,inclusion,39,77,59,140,49.0,108.5,20,63,0.31746031746031744
train,inclusion_62.xml,200,200,inclusion,46,116,59,146,52.5,131.0,13,30,0.43333333333333335
train,inclusion_63.xml,200,200,inclusion,143,41,168,116,155.5,78.5,25,75,0.3333333333333333
train,inclusion_63.xml,200,200,inclusion,147,108,164,179,155.5,143.5,17,71,0.23943661971830985
train,inclusion_64.xml,200,200,inclusion,112,1,136,70,124.0,35.5,24,69,0.34782608695652173
train,inclusion_64.xml,200,200,inclusion,106,91,138,198,122.0,144.5,32,107,0.29906542056074764
train,inclusion_65.xml,200,200,inclusion,30,1,57,82,43.5,41.5,27,81,0.3333333333333333
train,inclusion_65.xml,200,200,inclusion,147,20,191,198,169.0,109.0,44,178,0.24719101123595505
train,inclusion_65.xml,200,200,inclusion,27,108,48,145,37.5,126.5,21,37,0.5675675675675675
train,inclusion_66.xml,200,200,inclusion,64,1,108,197,86.0,99.0,44,196,0.22448979591836735
train,inclusion_67.xml,200,200,inclusion,71,31,97,92,84.0,61.5,26,61,0.4262295081967213
train,inclusion_67.xml,200,200,inclusion,126,1,151,73,138.5,37.0,25,72,0.3472222222222222
train,inclusion_67.xml,200,200,inclusion,17,116,39,193,28.0,154.5,22,77,0.2857142857142857
train,inclusion_67.xml,200,200,inclusion,132,166,155,200,143.5,183.0,23,34,0.6764705882352942
train,inclusion_68.xml,200,200,inclusion,92,109,118,161,105.0,135.0,26,52,0.5
train,inclusion_68.xml,200,200,inclusion,154,6,171,66,162.5,36.0,17,60,0.2833333333333333
train,inclusion_69.xml,200,200,inclusion,30,30,52,98,41.0,64.0,22,68,0.3235294117647059
train,inclusion_69.xml,200,200,inclusion,37,116,56,167,46.5,141.5,19,51,0.37254901960784315
train,inclusion_69.xml,200,200,inclusion,141,71,165,146,153.0,108.5,24,75,0.32
train,inclusion_7.xml,200,200,inclusion,9,56,147,83,78.0,69.5,138,27,5.111111111111111
train,inclusion_7.xml,200,200,inclusion,151,61,183,75,167.0,68.0,32,14,2.2857142857142856
train,inclusion_70.xml,200,200,inclusion,87,46,117,116,102.0,81.0,30,70,0.42857142857142855
train,inclusion_70.xml,200,200,inclusion,86,127,106,179,96.0,153.0,20,52,0.38461538461538464
train,inclusion_70.xml,200,200,inclusion,24,5,73,179,48.5,92.0,49,174,0.28160919540229884
train,inclusion_71.xml,200,200,inclusion,76,73,114,158,95.0,115.5,38,85,0.4470588235294118
train,inclusion_71.xml,200,200,inclusion,110,66,136,112,123.0,89.0,26,46,0.5652173913043478
train,inclusion_72.xml,200,200,inclusion,92,40,125,113,108.5,76.5,33,73,0.4520547945205479
train,inclusion_73.xml,200,200,inclusion,75,1,108,129,91.5,65.0,33,128,0.2578125
train,inclusion_73.xml,200,200,inclusion,127,109,157,180,142.0,144.5,30,71,0.4225352112676056
train,inclusion_74.xml,200,200,inclusion,85,1,116,196,100.5,98.5,31,195,0.15897435897435896
train,inclusion_74.xml,200,200,inclusion,121,2,144,88,132.5,45.0,23,86,0.26744186046511625
train,inclusion_74.xml,200,200,inclusion,147,18,167,50,157.0,34.0,20,32,0.625
train,inclusion_75.xml,200,200,inclusion,7,2,40,197,23.5,99.5,33,195,0.16923076923076924
train,inclusion_75.xml,200,200,inclusion,43,76,67,164,55.0,120.0,24,88,0.2727272727272727
train,inclusion_75.xml,200,200,inclusion,115,23,133,78,124.0,50.5,18,55,0.32727272727272727
train,inclusion_75.xml,200,200,inclusion,69,97,89,127,79.0,112.0,20,30,0.6666666666666666
train,inclusion_76.xml,200,200,inclusion,80,1,128,198,104.0,99.5,48,197,0.2436548223350254
train,inclusion_76.xml,200,200,inclusion,130,115,155,194,142.5,154.5,25,79,0.31645569620253167
train,inclusion_76.xml,200,200,inclusion,158,135,174,164,166.0,149.5,16,29,0.5517241379310345
train,inclusion_77.xml,200,200,inclusion,77,69,123,198,100.0,133.5,46,129,0.35658914728682173
train,inclusion_78.xml,200,200,inclusion,107,1,141,75,124.0,38.0,34,74,0.4594594594594595
train,inclusion_78.xml,200,200,inclusion,99,139,131,199,115.0,169.0,32,60,0.5333333333333333
train,inclusion_78.xml,200,200,inclusion,2,49,29,99,15.5,74.0,27,50,0.54
train,inclusion_79.xml,200,200,inclusion,17,6,65,196,41.0,101.0,48,190,0.25263157894736843
train,inclusion_8.xml,200,200,inclusion,23,143,52,160,37.5,151.5,29,17,1.7058823529411764
train,inclusion_8.xml,200,200,inclusion,65,132,198,164,131.5,148.0,133,32,4.15625
train,inclusion_80.xml,200,200,inclusion,34,65,73,197,53.5,131.0,39,132,0.29545454545454547
train,inclusion_80.xml,200,200,inclusion,131,11,160,132,145.5,71.5,29,121,0.2396694214876033
train,inclusion_80.xml,200,200,inclusion,157,68,198,197,177.5,132.5,41,129,0.3178294573643411
train,inclusion_81.xml,200,200,inclusion,45,1,90,199,67.5,100.0,45,198,0.22727272727272727
train,inclusion_81.xml,200,200,inclusion,159,1,188,96,173.5,48.5,29,95,0.30526315789473685
train,inclusion_81.xml,200,200,inclusion,136,132,170,198,153.0,165.0,34,66,0.5151515151515151
train,inclusion_81.xml,200,200,inclusion,10,11,43,68,26.5,39.5,33,57,0.5789473684210527
train,inclusion_81.xml,200,200,inclusion,44,166,61,199,52.5,182.5,17,33,0.5151515151515151
train,inclusion_82.xml,200,200,inclusion,53,1,87,96,70.0,48.5,34,95,0.35789473684210527
train,inclusion_82.xml,200,200,inclusion,35,133,66,199,50.5,166.0,31,66,0.4696969696969697
train,inclusion_83.xml,200,200,inclusion,144,128,164,187,154.0,157.5,20,59,0.3389830508474576
train,inclusion_83.xml,200,200,inclusion,160,1,190,167,175.0,84.0,30,166,0.18072289156626506
train,inclusion_83.xml,200,200,inclusion,120,52,133,88,126.5,70.0,13,36,0.3611111111111111
train,inclusion_84.xml,200,200,inclusion,114,136,132,168,123.0,152.0,18,32,0.5625
train,inclusion_84.xml,200,200,inclusion,133,154,152,199,142.5,176.5,19,45,0.4222222222222222
train,inclusion_84.xml,200,200,inclusion,138,84,162,142,150.0,113.0,24,58,0.41379310344827586
train,inclusion_84.xml,200,200,inclusion,158,1,184,132,171.0,66.5,26,131,0.1984732824427481
train,inclusion_84.xml,200,200,inclusion,111,6,134,48,122.5,27.0,23,42,0.5476190476190477
train,inclusion_84.xml,200,200,inclusion,85,170,101,200,93.0,185.0,16,30,0.5333333333333333
train,inclusion_85.xml,200,200,inclusion,9,94,25,127,17.0,110.5,16,33,0.48484848484848486
train,inclusion_85.xml,200,200,inclusion,30,114,52,176,41.0,145.0,22,62,0.3548387096774194
train,inclusion_85.xml,200,200,inclusion,34,46,57,97,45.5,71.5,23,51,0.45098039215686275
train,inclusion_85.xml,200,200,inclusion,53,1,77,83,65.0,42.0,24,82,0.2926829268292683
train,inclusion_85.xml,200,200,inclusion,129,19,162,114,145.5,66.5,33,95,0.3473684210526316
train,inclusion_85.xml,200,200,inclusion,54,147,92,193,73.0,170.0,38,46,0.8260869565217391
train,inclusion_86.xml,200,200,inclusion,35,1,60,85,47.5,43.0,25,84,0.2976190476190476
train,inclusion_86.xml,200,200,inclusion,16,43,37,95,26.5,69.0,21,52,0.40384615384615385
train,inclusion_86.xml,200,200,inclusion,7,110,28,175,17.5,142.5,21,65,0.3230769230769231
train,inclusion_86.xml,200,200,inclusion,35,142,72,192,53.5,167.0,37,50,0.74
train,inclusion_86.xml,200,200,inclusion,110,21,144,110,127.0,65.5,34,89,0.38202247191011235
train,inclusion_87.xml,200,200,inclusion,45,83,67,119,56.0,101.0,22,36,0.6111111111111112
train,inclusion_87.xml,200,200,inclusion,67,102,90,165,78.5,133.5,23,63,0.36507936507936506
train,inclusion_87.xml,200,200,inclusion,92,139,134,181,113.0,160.0,42,42,1.0
train,inclusion_87.xml,200,200,inclusion,73,36,95,87,84.0,61.5,22,51,0.43137254901960786
train,inclusion_87.xml,200,200,inclusion,92,1,116,73,104.0,37.0,24,72,0.3333333333333333
train,inclusion_87.xml,200,200,inclusion,167,24,190,106,178.5,65.0,23,82,0.2804878048780488
train,inclusion_87.xml,200,200,inclusion,19,117,39,167,29.0,142.0,20,50,0.4
train,inclusion_88.xml,200,200,inclusion,61,27,79,75,70.0,51.0,18,48,0.375
train,inclusion_88.xml,200,200,inclusion,107,10,130,76,118.5,43.0,23,66,0.3484848484848485
train,inclusion_88.xml,200,200,inclusion,135,47,175,129,155.0,88.0,40,82,0.4878048780487805
train,inclusion_88.xml,200,200,inclusion,83,127,121,188,102.0,157.5,38,61,0.6229508196721312
train,inclusion_88.xml,200,200,inclusion,34,56,46,84,40.0,70.0,12,28,0.42857142857142855
train,inclusion_88.xml,200,200,inclusion,88,1,103,26,95.5,13.5,15,25,0.6
train,inclusion_88.xml,200,200,inclusion,36,88,47,110,41.5,99.0,11,22,0.5
train,inclusion_88.xml,200,200,inclusion,37,142,49,170,43.0,156.0,12,28,0.42857142857142855
train,inclusion_89.xml,200,200,inclusion,75,58,115,123,95.0,90.5,40,65,0.6153846153846154
train,inclusion_89.xml,200,200,inclusion,126,1,157,98,141.5,49.5,31,97,0.31958762886597936
train,inclusion_89.xml,200,200,inclusion,166,137,188,177,177.0,157.0,22,40,0.55
train,inclusion_89.xml,200,200,inclusion,28,21,42,46,35.0,33.5,14,25,0.56
train,inclusion_89.xml,200,200,inclusion,28,74,43,104,35.5,89.0,15,30,0.5
train,inclusion_9.xml,200,200,inclusion,1,64,122,93,61.5,78.5,121,29,4.172413793103448
train,inclusion_90.xml,200,200,inclusion,35,1,72,91,53.5,46.0,37,90,0.4111111111111111
train,inclusion_91.xml,200,200,inclusion,69,44,108,114,88.5,79.0,39,70,0.5571428571428572
train,inclusion_91.xml,200,200,inclusion,42,8,65,74,53.5,41.0,23,66,0.3484848484848485
train,inclusion_91.xml,200,200,inclusion,28,119,58,186,43.0,152.5,30,67,0.44776119402985076
train,inclusion_91.xml,200,200,inclusion,25,1,36,24,30.5,12.5,11,23,0.4782608695652174
train,inclusion_92.xml,200,200,inclusion,120,58,154,180,137.0,119.0,34,122,0.2786885245901639
train,inclusion_92.xml,200,200,inclusion,148,45,170,84,159.0,64.5,22,39,0.5641025641025641
train,inclusion_92.xml,200,200,inclusion,29,32,61,77,45.0,54.5,32,45,0.7111111111111111
train,inclusion_92.xml,200,200,inclusion,79,1,96,37,87.5,19.0,17,36,0.4722222222222222
train,inclusion_93.xml,200,200,inclusion,42,57,76,133,59.0,95.0,34,76,0.4473684210526316
train,inclusion_93.xml,200,200,inclusion,85,89,115,184,100.0,136.5,30,95,0.3157894736842105
train,inclusion_93.xml,200,200,inclusion,150,95,175,182,162.5,138.5,25,87,0.28735632183908044
train,inclusion_93.xml,200,200,inclusion,154,25,179,85,166.5,55.0,25,60,0.4166666666666667
train,inclusion_93.xml,200,200,inclusion,42,22,60,60,51.0,41.0,18,38,0.47368421052631576
train,inclusion_94.xml,200,200,inclusion,8,2,38,93,23.0,47.5,30,91,0.32967032967032966
train,inclusion_94.xml,200,200,inclusion,69,9,99,88,84.0,48.5,30,79,0.379746835443038
train,inclusion_94.xml,200,200,inclusion,18,110,43,198,30.5,154.0,25,88,0.2840909090909091
train,inclusion_94.xml,200,200,inclusion,115,119,146,184,130.5,151.5,31,65,0.47692307692307695
train,inclusion_94.xml,200,200,inclusion,136,43,159,101,147.5,72.0,23,58,0.39655172413793105
train,inclusion_94.xml,200,200,inclusion,105,30,128,55,116.5,42.5,23,25,0.92
train,inclusion_95.xml,200,200,inclusion,37,4,67,131,52.0,67.5,30,127,0.23622047244094488
train,inclusion_95.xml,200,200,inclusion,139,9,175,72,157.0,40.5,36,63,0.5714285714285714
train,inclusion_95.xml,200,200,inclusion,136,84,160,147,148.0,115.5,24,63,0.38095238095238093
train,inclusion_96.xml,200,200,inclusion,119,57,156,160,137.5,108.5,37,103,0.3592233009708738
train,inclusion_96.xml,200,200,inclusion,30,58,55,109,42.5,83.5,25,51,0.49019607843137253
train,inclusion_96.xml,200,200,inclusion,32,144,60,199,46.0,171.5,28,55,0.509090909090909
train,inclusion_97.xml,200,200,inclusion,150,26,188,154,169.0,90.0,38,128,0.296875
train,inclusion_98.xml,200,200,inclusion,38,1,109,198,73.5,99.5,71,197,0.3604060913705584
train,inclusion_99.xml,200,200,inclusion,109,3,180,198,144.5,100.5,71,195,0.3641025641025641
train,patches_1.xml,200,200,patches,43,10,106,97,74.5,53.5,63,87,0.7241379310344828
train,patches_1.xml,200,200,patches,32,91,81,148,56.5,119.5,49,57,0.8596491228070176
train,patches_1.xml,200,200,patches,23,156,62,198,42.5,177.0,39,42,0.9285714285714286
train,patches_10.xml,200,200,patches,9,88,49,140,29.0,114.0,40,52,0.7692307692307693
train,patches_10.xml,200,200,patches,124,1,173,117,148.5,59.0,49,116,0.4224137931034483
train,patches_100.xml,200,200,patches,1,73,21,132,11.0,102.5,20,59,0.3389830508474576
train,patches_100.xml,200,200,patches,109,1,160,111,134.5,56.0,51,110,0.4636363636363636
train,patches_100.xml,200,200,patches,120,117,163,186,141.5,151.5,43,69,0.6231884057971014
train,patches_101.xml,200,200,patches,27,1,78,92,52.5,46.5,51,91,0.5604395604395604
train,patches_101.xml,200,200,patches,113,1,175,59,144.0,30.0,62,58,1.0689655172413792
train,patches_101.xml,200,200,patches,129,79,176,200,152.5,139.5,47,121,0.3884297520661157
train,patches_102.xml,200,200,patches,20,53,94,139,57.0,96.0,74,86,0.8604651162790697
train,patches_102.xml,200,200,patches,126,108,166,156,146.0,132.0,40,48,0.8333333333333334
train,patches_103.xml,200,200,patches,64,30,117,181,90.5,105.5,53,151,0.3509933774834437
train,patches_104.xml,200,200,patches,1,88,41,200,21.0,144.0,40,112,0.35714285714285715
train,patches_104.xml,200,200,patches,50,107,84,157,67.0,132.0,34,50,0.68
train,patches_104.xml,200,200,patches,129,26,168,94,148.5,60.0,39,68,0.5735294117647058
train,patches_104.xml,200,200,patches,152,140,199,200,175.5,170.0,47,60,0.7833333333333333
train,patches_105.xml,200,200,patches,29,1,76,92,52.5,46.5,47,91,0.5164835164835165
train,patches_105.xml,200,200,patches,116,1,174,53,145.0,27.0,58,52,1.1153846153846154
train,patches_105.xml,200,200,patches,130,78,173,200,151.5,139.0,43,122,0.3524590163934426
train,patches_106.xml,200,200,patches,75,67,108,139,91.5,103.0,33,72,0.4583333333333333
train,patches_107.xml,200,200,patches,97,9,152,111,124.5,60.0,55,102,0.5392156862745098
train,patches_107.xml,200,200,patches,69,1,103,14,86.0,7.5,34,13,2.6153846153846154
train,patches_108.xml,200,200,patches,8,1,64,122,36.0,61.5,56,121,0.4628099173553719
train,patches_108.xml,200,200,patches,75,1,177,111,126.0,56.0,102,110,0.9272727272727272
train,patches_108.xml,200,200,patches,145,117,190,187,167.5,152.0,45,70,0.6428571428571429
train,patches_109.xml,200,200,patches,1,124,23,153,12.0,138.5,22,29,0.7586206896551724
train,patches_109.xml,200,200,patches,67,20,130,170,98.5,95.0,63,150,0.42
train,patches_109.xml,200,200,patches,176,116,200,157,188.0,136.5,24,41,0.5853658536585366
train,patches_11.xml,200,200,patches,1,65,50,164,25.5,114.5,49,99,0.494949494949495
train,patches_11.xml,200,200,patches,158,65,192,168,175.0,116.5,34,103,0.3300970873786408
train,patches_110.xml,200,200,patches,11,94,47,137,29.0,115.5,36,43,0.8372093023255814
train,patches_110.xml,200,200,patches,61,68,140,165,100.5,116.5,79,97,0.8144329896907216
train,patches_111.xml,200,200,patches,53,147,102,199,77.5,173.0,49,52,0.9423076923076923
train,patches_111.xml,200,200,patches,132,1,195,178,163.5,89.5,63,177,0.3559322033898305
train,patches_112.xml,200,200,patches,48,136,96,174,72.0,155.0,48,38,1.263157894736842
train,patches_112.xml,200,200,patches,58,9,100,77,79.0,43.0,42,68,0.6176470588235294
train,patches_112.xml,200,200,patches,132,24,181,76,156.5,50.0,49,52,0.9423076923076923
train,patches_112.xml,200,200,patches,132,80,200,199,166.0,139.5,68,119,0.5714285714285714
train,patches_113.xml,200,200,patches,4,71,78,167,41.0,119.0,74,96,0.7708333333333334
